epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,2842.37,0.55853,0.87055,1.38388,0.63499,0.64003,0.66204,0.3188,1.02864,1.36799,2.00812,0.000633115,0.000633115,0.000633115
127,2865.14,0.5442,0.85196,1.37701,0.62883,0.65996,0.65571,0.32052,1.05442,1.34565,2.01001,0.000628101,0.000628101,0.000628101
128,2886.96,0.55333,0.85457,1.38466,0.59834,0.64591,0.65499,0.32448,1.02976,1.32958,2.02535,0.000623074,0.000623074,0.000623074
129,2909.43,0.55409,0.8624,1.38469,0.63183,0.67421,0.66717,0.32081,1.06571,1.3443,2.05565,0.000618034,0.000618034,0.000618034
130,2932.14,0.53555,0.84338,1.3535,0.67582,0.60973,0.65384,0.31526,1.02876,1.35627,2.01332,0.000612981,0.000612981,0.000612981
131,2953.82,0.54167,0.83893,1.36049,0.61639,0.67712,0.65825,0.31786,1.02235,1.36994,2.01536,0.000607916,0.000607916,0.000607916
132,2976.89,0.53378,0.83814,1.36469,0.59495,0.63538,0.65078,0.31907,1.04961,1.31786,2.01615,0.00060284,0.00060284,0.00060284
133,2998.64,0.53613,0.83154,1.36041,0.66902,0.62757,0.67673,0.32436,1.04619,1.34043,2.0548,0.000597754,0.000597754,0.000597754
134,3021.43,0.53676,0.82412,1.36368,0.64739,0.64076,0.67638,0.32212,1.03265,1.32233,2.05028,0.000592657,0.000592657,0.000592657
135,3042.81,0.53011,0.81004,1.35586,0.64753,0.63173,0.65397,0.31933,1.06864,1.34203,2.02368,0.000587551,0.000587551,0.000587551
136,3065.96,0.5266,0.80742,1.34921,0.61925,0.66097,0.67317,0.3233,1.01538,1.33224,1.98618,0.000582435,0.000582435,0.000582435
137,3087.58,0.51791,0.80004,1.33597,0.67632,0.60546,0.65289,0.31596,1.06823,1.39671,2.05276,0.000577311,0.000577311,0.000577311
138,3110.49,0.52474,0.80299,1.35809,0.60689,0.64205,0.64246,0.31638,1.09324,1.37372,2.04955,0.000572179,0.000572179,0.000572179
139,3132.46,0.52102,0.81993,1.34535,0.65732,0.62915,0.66587,0.31849,1.06707,1.32782,2.06563,0.00056704,0.00056704,0.00056704
140,3155.02,0.53698,0.81258,1.34834,0.6477,0.62214,0.65156,0.31677,1.14407,1.33958,2.07679,0.000561894,0.000561894,0.000561894
141,3177.83,0.5211,0.80731,1.34338,0.69071,0.63631,0.66485,0.32329,1.0485,1.32045,2.05523,0.000556742,0.000556742,0.000556742
142,3199.44,0.51527,0.79422,1.34041,0.62717,0.63825,0.64784,0.31347,1.06219,1.353,2.04515,0.000551584,0.000551584,0.000551584
143,3222.06,0.51071,0.78175,1.32171,0.67384,0.62068,0.65782,0.3186,1.07515,1.33488,2.08016,0.000546421,0.000546421,0.000546421
144,3243.53,0.51343,0.7949,1.33336,0.67056,0.62797,0.66229,0.3207,1.10115,1.32994,2.10129,0.000541253,0.000541253,0.000541253
145,3266.39,0.51278,0.78379,1.32489,0.63917,0.62822,0.66188,0.32506,1.1028,1.33953,2.07323,0.000536081,0.000536081,0.000536081
